FieldType,OriginalValue,AnonymizedValue,Index
Tags,"oroshi1, アウトレットセール, グレーカラー, テイクアウトパッケージ, ニュートラルグレー, ハンドルボックス, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, プチギフト, 焼き菓子用の箱",一般顧客,3297
Tags,"UNIクラフトデコ箱H80&H113, エコクラフト, エコクラフトタルト箱, エコクラフトホールケーキ箱, カップケーキホルダー, クラフトカラー, シフォンケーキ箱, タルト・チーズケーキ・パン用箱, ホールケーキ5号, ホールケーキ箱, 保冷平袋アレンジ, 箱+トレー+ガゼット袋",一般顧客,3306
Tags,"シーズン商品, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, バレンタイン・ホワイトデーラッピング, ラッピングアイテム, リボン, 数量限定",一般顧客,3317
Tags,"oroshi1, シーズン商品, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, バレンタイン・ホワイトデーラッピング, ブラック, ラッピングアイテム, リボン, 数量限定",一般顧客,3322
Tags,"アウトレットセール, カットケーキ箱, ケーキフィルム, ペーパーココット&シート",一般顧客,3369
Tags,"アウトレットセール, カットケーキ箱, クリスマスアイテム, ケーキフィルム, ペーパーココット&シート",一般顧客,3372
Tags,"アウトレットセール, カットケーキ箱, ケーキフィルム, ペーパーココット&シート, 耐油",一般顧客,3375
Tags,"アウトレットセール, カットケーキトレー, カットケーキ箱, ペーパーココット&シート, 耐油",一般顧客,3388
Tags,"アウトレットセール, カットケーキトレー, カットケーキ箱, ペーパーココット&シート, レッドカラー, 耐油",一般顧客,3391
Tags,"【クリスマス】ギフトアレンジ, 【クリスマス】デコ箱&タルト箱アレンジ, 【クリスマス】プチギフト&カットケーキ箱アレンジ, アウトレットセール, バレンタイン&ホワイトデー特集, ラッピングアイテム, リボン, 母の日&父の日アイテム",一般顧客,3394
Tags,"nwホールケーキ箱, アウトレットセール, クリスマス特集, クリスマス限定デザイン, グレーカラー, ナチュラルホワイト, ホールケーキ3号・4号, ホールケーキ4号, ホールケーキ箱, ポイントバック, 保冷剤",一般顧客,3415
Tags,"ur-favorite, 【クリスマス】ギフトアレンジ, ギフトボックス, ギフトボックス&ギフトM, ギフトボックス&パウンドケーキ箱, ギフトボックスM, シーズン商品, フランボワーズ, マット, レッドカラー, 数量限定, 母の日&父の日アイテム, 焼き菓子用の箱",一般顧客,3420
Tags,"クリスマスシール, クリスマス早割",一般顧客,3433
Tags,"nwホールケーキ箱, クリスマス早割, ナチュラルホワイト, 軽くてエコ、白の新定番「ナチュラルホワイト」",一般顧客,3438
Tags,"クリスマスシール, クリスマス早割, バレンタインシール",一般顧客,3447
Tags,"100個売り対応商品, サマーキャンペーン, ホールケーキ5号, ホールケーキ箱, レモンイエロー, 夏限定カラー",一般顧客,3450
Tags,"oroshi1, oroshi2, ur-favorite, クラフトカラー, パウンドケーキ箱, パウンド・ロール用紙袋, ロールケーキ箱, 手提げ紙袋, 手提げ袋, 紙袋",一般顧客,3476
Tags,"oroshi1, アウトレットセール, カットケーキトレー, カットケーキ箱, バレンタイン&ホワイトデー特集",一般顧客,3479
Tags,"oroshi1, ur-favorite, お祝いギフト, ギフトボックス, ギフトボックス&ギフトM, ギフトボックス&パウンドケーキ箱, ギフトボックスM, グレーカラー, サマーキャンペーン, マット, 母の日&父の日アイテム, 決算キャンペーン「感謝祭」, 焼き菓子用の箱",一般顧客,3483
Tags,"Criollo-Bitter-, oroshi1, oroshi2, シフォンケーキ箱, デコ箱4号, バレンタイン&ホワイトデーアイテム, ビターカラー, ホールケーキ3号・4号, ホールケーキ4号, ホールケーキ箱, 手提げ付ホールケーキ&タルト箱",一般顧客,3487
Tags,"oroshi1, ur-favorite, お菓子の袋, イーグリップ, ショコラボックス, テイクアウトパッケージ, バレンタイン&ホワイトデーアイテム, ホワイトカラー, 大ロットまとめ買い, 小さめ手提げ袋, 手提げ紙袋, 手提げ袋, 紙袋",一般顧客,3490
Tags,"oroshi1, ur-favorite, お菓子の袋, イーグリップ, テイクアウトパッケージ, ホワイトカラー, 大ロットまとめ買い, 小さめ手提げ袋, 手提げ紙袋, 手提げ袋, 紙袋",一般顧客,3492
Option1Name,カラー,テストカラー,7
Option1Name,種類,テスト種類,57
Option1Name,入り数,テスト入り数,123
Option1Name,入数,テスト入数,130
Option1Name,購入金額,テスト購入金額,222
Option1Name,Title,テストTitle,3243
Option1Value,シルバー,テストシルバー,8
Option1Value,ブラック,テストブラック,33
Option1Value,緑茶ミックス,テスト緑茶ミックス,58
Option1Value,50,テスト50,124
Option1Value,1,テスト1,131
Option1Value,500,テスト500,134
Option1Value,1000,テスト1000,135
Option1Value,2000,テスト2000,136
Option1Value,100,テスト100,156
Option1Value,200,テスト200,157
Option1Value,"（合計¥10,000以下）","テスト（合計¥10,000以下）",223
Option1Value,"（合計¥30,000以下）","テスト（合計¥30,000以下）",224
Option1Value,"（合計¥30,001以上）","テスト（合計¥30,001以上）",225
Option1Value,4,テスト4,265
Option1Value,8,テスト8,268
Option1Value,5,テスト5,271
Option1Value,10,テスト10,288
Option1Value,300,テスト300,310
Option1Value,20,テスト20,320
Option1Value,40,テスト40,321
Option1Value,60,テスト60,322
Option1Value,80,テスト80,323
Option1Value,120,テスト120,324
Option1Value,160,テスト160,325
Option1Value,240,テスト240,326
Option1Value,260,テスト260,327
Option1Value,400,テスト400,330
Option1Value,600,テスト600,333
Option1Value,1500,テスト1500,334
Option1Value,3000,テスト3000,369
Option1Value,700,テスト700,443
Option1Value,800,テスト800,444
Option1Value,900,テスト900,445
Option1Value,5000,テスト5000,446
Option1Value,30,テスト30,515
Option1Value,Default Title,テストDefault Title,577
Option1Value,125,テスト125,666
Option1Value,250,テスト250,668
Option1Value,25,テスト25,842
Option1Value,24,テスト24,903
Option1Value,48,テスト48,966
Option1Value,32,テスト32,970
Option1Value,6,テスト6,983
Option1Value,12,テスト12,991
Option1Value,150,テスト150,1030
Option1Value,420,テスト420,1448
Option1Value,72,テスト72,1773
Option1Value,144,テスト144,1776
Option1Value,1600,テスト1600,2249
Option1Value,2,テスト2,2449
Option2Name,サイズ,テストサイズ,9
Option2Name,パッケージ,テストパッケージ,59
Option2Value,13インチ,テスト13インチ,10
Option2Value,42mm,テスト42mm,34
Option2Value,ギフトボックス,テストギフトボックス,60
Option3Name,メモリ,テストメモリ,11
Option3Value,16GB,テスト16GB,12
VariantInventoryTracker,shopify,shopify,13
VariantInventoryTracker,45,45,35
VariantInventoryTracker,200,200,61
ImagePosition,1,1,14
ImagePosition,https://example.com/images/smartwatch-pro-black.jpg,https://example.com/images/smartwatch-pro-black.jpg,36
ImagePosition,https://example.com/images/organic-tea-set.jpg,https://example.com/images/organic-tea-set.jpg,62
ImagePosition,2,2,148
ImagePosition,3,3,149
ImagePosition,4,4,150
ImagePosition,5,5,151
ImagePosition,6,6,152
ImagePosition,7,7,179
ImagePosition,8,8,207
ImagePosition,9,9,208
ImagePosition,10,10,209
ImagePosition,11,11,210
ImagePosition,12,12,1426
ImagePosition,13,13,1427
ImageAltText,プレミアムラップトップX1 シルバー,テスト画像015,15
ImageAltText,1,テスト画像037,37
SeoTitle,プレミアムラップトップX1 | 高性能ノートPC,テストプレミアムラップトップX1 | 高性能ノートPC,16
SeoTitle,FALSE,テストFALSE,38
SeoDescription,最新プロセッサー搭載の高性能ラップトップ,テスト商品の説明017,17
SeoDescription,スマートウォッチPro | 健康管理とフィットネス,テスト商品の説明039,39
SeoDescription,オーガニックティーセット | プレミアム茶葉,テスト商品の説明063,63
GoogleShoppingCustomProduct,TRUE,TRUE,18
GoogleShoppingCustomProduct,new,new,40
GoogleShoppingCustomLabel0,ノートPC,ノートPC,19
GoogleShoppingCustomLabel0,TRUE,TRUE,41
GoogleShoppingCustomLabel1,高性能,高性能,20
GoogleShoppingCustomLabel1,ウェアラブル,ウェアラブル,42
GoogleShoppingCustomLabel1,オーガニック,オーガニック,64
GoogleShoppingCustomLabel2,プレミアム,プレミアム,21
GoogleShoppingCustomLabel2,健康,健康,43
GoogleShoppingCustomLabel2,ギフト,ギフト,65
GoogleShoppingCustomLabel3,新商品,新商品,22
GoogleShoppingCustomLabel3,フィットネス,フィットネス,44
GoogleShoppingCustomLabel3,プレミアム,プレミアム,66
GoogleShoppingCustomLabel4,限定,限定,23
GoogleShoppingCustomLabel4,新商品,新商品,45
Function,高性能プロセッサー・16GB RAM・512GB SSD,高性能プロセッサー・16GB RAM・512GB SSD,24
Function,人気,人気,46
Function,耐水・耐油性（耐熱なし）,耐水・耐油性（耐熱なし）,231
Function,撥水,撥水,585
Function,脱酸素剤対応・冷凍対応・耐ピン,脱酸素剤対応・冷凍対応・耐ピン,729
Function,脱酸素剤対応,脱酸素剤対応,735
Function,耐熱温度：60度,耐熱温度：60度,1501
Function,耐熱性：約70℃ 30分（保証値ではありません）,耐熱性：約70℃ 30分（保証値ではありません）,1802
Function,"耐水・耐油性（耐熱性なし） 
オーブン・レンジ使用不可","耐水・耐油性（耐熱性なし） 
オーブン・レンジ使用不可",2005
Function,"耐水・耐油性なし
オーブン・レンジ使用不可","耐水・耐油性なし
オーブン・レンジ使用不可",2017
Function,"耐水・耐油性（耐熱性なし）
オーブン・レンジ使用不可","耐水・耐油性（耐熱性なし）
オーブン・レンジ使用不可",2023
Function,脱酸素剤対応・冷凍対応,脱酸素剤対応・冷凍対応,2416
Material,アルミニウム合金・軽量設計,アルミニウム合金・軽量設計,25
Material,心拍数モニター・GPS・防水IPX7,心拍数モニター・GPS・防水IPX7,47
Material,オーガニック認証・カフェインレス・抗酸化作用,オーガニック認証・カフェインレス・抗酸化作用,67
Material,ブラウンカード,ブラウンカード,125
Material,かさ高軽量紙,かさ高軽量紙,161
Material,ユポ紙＋PP加工,ユポ紙＋PP加工,191
Material,"材質:袋部分・・・晒クラフト80g/m2、補強フィルム:PP
表側:グレー印刷+マットニス","材質:袋部分・・・晒クラフト80g/m2、補強フィルム:PP
表側:グレー印刷+マットニス",197
Material,アイボリー紙 / 金印刷 / PET,アイボリー紙 / 金印刷 / PET,232
Material,上質紙 / 強粘H糊 / シート仕上げ,上質紙 / 強粘H糊 / シート仕上げ,238
Material,"袋：晒100g
紐：アクリル紙芯入り
ディープブラウン","袋：晒100g
紐：アクリル紙芯入り
ディープブラウン",244
Material,"袋：晒100g
紐：アクリル紙芯入り
チョコレート","袋：晒100g
紐：アクリル紙芯入り
チョコレート",248
Material,"袋：晒100g
紐：アクリル紙芯入り
クールベージュ","袋：晒100g
紐：アクリル紙芯入り
クールベージュ",251
Material,EF（表側：マットピンク / 内側：白）約1.5mm厚,EF（表側：マットピンク / 内側：白）約1.5mm厚,255
Material,材質：パルプ＋ポリプロピレン,材質：パルプ＋ポリプロピレン,266
Material,材質：パルプ＋リヨセル,材質：パルプ＋リヨセル,272
Material,"材質：再生紙
日本製","材質：再生紙
日本製",276
Material,"材質：バージンパルプ100%
カラー：ブラウン
日本製","材質：バージンパルプ100%
カラー：ブラウン
日本製",280
Material,光沢紙,光沢紙,298
Material,EF（表側/内側：未晒クラフト）約1.5mm厚,EF（表側/内側：未晒クラフト）約1.5mm厚,315
Material,"組上缶：サテン材 / 外面：透明ニス、WAX / 内面：透明ニス
白グラシン（展開）：グラシン片段","組上缶：サテン材 / 外面：透明ニス、WAX / 内面：透明ニス
白グラシン（展開）：グラシン片段",385
Material,クラフト紙,クラフト紙,459
Material," 艶金ホイル紙"," 艶金ホイル紙",475
Material,GF（外側：印刷＋マットニス/内側：白）約1mm厚,GF（外側：印刷＋マットニス/内側：白）約1mm厚,500
Material,プラスチック・発泡剤・不織布・布,プラスチック・発泡剤・不織布・布,507
Material,紙 / プラ,紙 / プラ,516
Material,軟質アルミ,軟質アルミ,520
Material,グラシン紙付き,グラシン紙付き,546
Material,紙,紙,586
Material,クラフト EF,クラフト EF,595
Material,"袋：クラフト紙
紐：平紐","袋：クラフト紙
紐：平紐",605
Material,"袋：晒クラフト
紐：OFJメッシュロープ","袋：晒クラフト
紐：OFJメッシュロープ",609
Material,グロス白 / EF（内側白）,グロス白 / EF（内側白）,622
Material,"材質：かさ高軽量紙
表面加工：マットニス","材質：かさ高軽量紙
表面加工：マットニス",627
Material,プラスチック,プラスチック,632
Material,かさ高軽量紙（マットPP貼）,かさ高軽量紙（マットPP貼）,637
Material,メッツァボード,メッツァボード,682
Material,布 / プラスチック,布 / プラスチック,696
Material,"材質：アクアグライド
厚み： 40μ
重量：1.79g/枚","材質：アクアグライド
厚み： 40μ
重量：1.79g/枚",712
Material,"材質：アクアグライド
厚み： 40μ
重量：1.32g/枚","材質：アクアグライド
厚み： 40μ
重量：1.32g/枚",717
Material,"材質：アクアグライド
厚み： 40μ
重量：0.91g/枚","材質：アクアグライド
厚み： 40μ
重量：0.91g/枚",722
Material,"マットバリアONy15 / LDPE15 / L-LDPE30
※マット調","マットバリアONy15 / LDPE15 / L-LDPE30
※マット調",730
Material,"マットバリアOPP25 / LDPE15 / L-LDPE30
※マット調","マットバリアOPP25 / LDPE15 / L-LDPE30
※マット調",736
Material,KOP20 / LDPE15 / L-LDPE30,KOP20 / LDPE15 / L-LDPE30,741
Material,"材質：NY+PE
重量：30g","材質：NY+PE
重量：30g",746
Material,A-PET,A-PET,751
Material,白パーチメント紙付き,白パーチメント紙付き,766
Material,C2クリーム EF（内側白）約1.5mm厚,C2クリーム EF（内側白）約1.5mm厚,771
Material,"袋：クラフト紙
紐：紙1本ヨリ（未晒）","袋：クラフト紙
紐：紙1本ヨリ（未晒）",780
Material,エースボール,エースボール,785
Material,"袋：クラフト紙
紐：平紐（未晒）","袋：クラフト紙
紐：平紐（未晒）",794
Material,ダンボール（BF：厚み約3mm）,ダンボール（BF：厚み約3mm）,820
Material,"袋：未晒
補強フィルム：PP","袋：未晒
補強フィルム：PP",846
Material,袋：未晒,袋：未晒,874
Material,"袋：耐油紙
窓：OPP","袋：耐油紙
窓：OPP",882
Material,グロス白 / EF,グロス白 / EF,887
Material,木・白樺樹皮,木・白樺樹皮,895
Material,ワイヤー,ワイヤー,909
Material,煮柳,煮柳,914
Material,ブリキ,ブリキ,935
Material,"バリアONy15 / LDPE20 / L-LDPE30
フィルムの厚さ：65μ","バリアONy15 / LDPE20 / L-LDPE30
フィルムの厚さ：65μ",942
Material,"バリアONy15 / LDPE15 / L-LDPE30
フィルムの厚さ：60μ","バリアONy15 / LDPE15 / L-LDPE30
フィルムの厚さ：60μ",955
Material,煮柳（1本編み）,煮柳（1本編み）,959
Material,"ワイヤー
取っ手部：木","ワイヤー
取っ手部：木",964
Material,"仕様：ハンドル可動式
材質：水杉（メタセコイア）","仕様：ハンドル可動式
材質：水杉（メタセコイア）",1003
Material,ゴールド紙トレー（PP貼）,ゴールド紙トレー（PP貼）,1024
Material,"袋：クラフト紙
紐：紙一本ヨリ","袋：クラフト紙
紐：紙一本ヨリ",1046
Material,ディープマット / ミストグレー,ディープマット / ミストグレー,1055
Material,ディープマット / ルージュ,ディープマット / ルージュ,1063
Material,キングゴールド合紙（PP貼）,キングゴールド合紙（PP貼）,1067
Material,"袋：紙白
紐：平紐","袋：紙白
紐：平紐",1072
Material,袋：クラフト紙 紐：平紐,袋：クラフト紙 紐：平紐,1077
Material,ディープマット / チャコール,ディープマット / チャコール,1096
Material,ブラウンカード（耐水素材）,ブラウンカード（耐水素材）,1101
Material,HDPE15μ＋EPE1mm＋LLDPE20μ＋アルミ12μ（アルミ蒸着シート）,HDPE15μ＋EPE1mm＋LLDPE20μ＋アルミ12μ（アルミ蒸着シート）,1145
Material,"HDPE透明
厚み：60μ","HDPE透明
厚み：60μ",1155
Material,N赤 EF（内側白）約1.5mm厚,N赤 EF（内側白）約1.5mm厚,1172
Material,"袋：片ツヤ晒クラフト
紐：紙平紐（グレー）","袋：片ツヤ晒クラフト
紐：紙平紐（グレー）",1381
Material,"袋：晒クラフト
紐：紙平紐（ナチュラルグレー）
表側：ダークグレー印刷＋マットニス","袋：晒クラフト
紐：紙平紐（ナチュラルグレー）
表側：ダークグレー印刷＋マットニス",1390
Material,"袋：晒クラフト
紐：紙平紐（グレー）","袋：晒クラフト
紐：紙平紐（グレー）",1405
Material,"袋：未晒クラフト
紐：紙平紐（ホワイト）","袋：未晒クラフト
紐：紙平紐（ホワイト）",1416
Material,TS（耐水板紙）,TS（耐水板紙）,1430
Material,"成分：水・CMC（食品添加物）・防腐剤
重量：40g","成分：水・CMC（食品添加物）・防腐剤
重量：40g",1438
Material,"材質：不織布（レーヨン）
重量：100g","材質：不織布（レーヨン）
重量：100g",1442
Material,"材質：不織布（レーヨン）
重量：30g","材質：不織布（レーヨン）
重量：30g",1446
Material,バイオPET,バイオPET,1454
Material,"未晒クラフト紙＋両面PEコーティング
容量：約270mL","未晒クラフト紙＋両面PEコーティング
容量：約270mL",1459
Material,"バージンパルプ＋両面PEコーティング
容量：約270mL","バージンパルプ＋両面PEコーティング
容量：約270mL",1464
Material,"未晒クラフト紙＋両面PEコーティング
容量：約200mL","未晒クラフト紙＋両面PEコーティング
容量：約200mL",1470
Material,"バージンパルプ＋両面PEコーティング
容量：約200mL","バージンパルプ＋両面PEコーティング
容量：約200mL",1474
Material,ポリプロピレン,ポリプロピレン,1480
Material,材質：A-PET,材質：A-PET,1490
Material,"材質：A-PET
満杯容量：約650mL
推奨容量：約430mL","材質：A-PET
満杯容量：約650mL
推奨容量：約430mL",1502
Material,"材質：A-PET
満杯容量：約540mL
推奨容量：約380mL","材質：A-PET
満杯容量：約540mL
推奨容量：約380mL",1506
Material,"材質：A-PET
満杯容量：約405mL
推奨容量：約280mL","材質：A-PET
満杯容量：約405mL
推奨容量：約280mL",1510
Material,パルプ,パルプ,1537
Material,パルプ・ポリエステル,パルプ・ポリエステル,1542
Material,かさ高軽量紙（表：印刷＋マットPP貼）,かさ高軽量紙（表：印刷＋マットPP貼）,1567
Material,"材質：OPP
厚み：30μ","材質：OPP
厚み：30μ",1585
Material,"材質：未晒50g / PP15μ＋OPP防曇40μ ","材質：未晒50g / PP15μ＋OPP防曇40μ ",1593
Material,"材質：HDPE ナチュラル原反
厚み：50μ
リサイクル重量：7.32g","材質：HDPE ナチュラル原反
厚み：50μ
リサイクル重量：7.32g",1603
Material,"材質：HDPE ナチュラル原反
厚み：50μ
リサイクル重量：4.04g","材質：HDPE ナチュラル原反
厚み：50μ
リサイクル重量：4.04g",1608
Material,クレープ紙,クレープ紙,1613
Material,"EF（表側/内側：未晒クラフト）約1.5mm厚
表側：グレー印刷","EF（表側/内側：未晒クラフト）約1.5mm厚
表側：グレー印刷",1642
Material,PS,PS,1648
Material,"材質：紙
容量：280mL","材質：紙
容量：280mL",1652
Material,消金ホイル紙,消金ホイル紙,1666
Material,EF（外側：印刷＋マットニス/内側：白）約1.5mm厚,EF（外側：印刷＋マットニス/内側：白）約1.5mm厚,1690
Material,"HDPE＋再生原料（Repla）40%＋バイオマス25%＋炭カル5% 乳白原反
厚み：17μ
リサイクル重量：6.403g","HDPE＋再生原料（Repla）40%＋バイオマス25%＋炭カル5% 乳白原反
厚み：17μ
リサイクル重量：6.403g",1699
Material,"LDPE60%＋再生原料（Repla）40% 透明原反
厚み：28μ","LDPE60%＋再生原料（Repla）40% 透明原反
厚み：28μ",1705
Material,"LDPE60%＋再生原料（Repla）40% 透明原反
厚み：25μ","LDPE60%＋再生原料（Repla）40% 透明原反
厚み：25μ",1709
Material,"HDPE60%＋再生原料（Repla）40% ナチュラル原反
厚み：17μ","HDPE60%＋再生原料（Repla）40% ナチュラル原反
厚み：17μ",1713
Material,"HDPE＋再生原料（Repla）40%＋バイオマス25%＋炭カル5% 乳白原反
厚み：12μ
リサイクル重量：2.833g","HDPE＋再生原料（Repla）40%＋バイオマス25%＋炭カル5% 乳白原反
厚み：12μ
リサイクル重量：2.833g",1716
Material,"HDPE60%＋再生原料（Repla）40% ナチュラル原反
厚み：15μ","HDPE60%＋再生原料（Repla）40% ナチュラル原反
厚み：15μ",1720
Material,EF（外側：印刷＋マットニス / 内側：白）約1.5mm厚,EF（外側：印刷＋マットニス / 内側：白）約1.5mm厚,1724
Material,GF（外側：印刷＋マットニス / 内側：白）約1mm厚,GF（外側：印刷＋マットニス / 内側：白）約1mm厚,1737
Material,"材質：HDPE+バイオマス25% ナチュラル原反
厚み：30μ
リサイクル重量：18.856g","材質：HDPE+バイオマス25% ナチュラル原反
厚み：30μ
リサイクル重量：18.856g",1748
Material,"材質：HDPE+バイオマス25% ナチュラル原反
厚み：30μ
リサイクル重量：12.578g","材質：HDPE+バイオマス25% ナチュラル原反
厚み：30μ
リサイクル重量：12.578g",1753
Material,"材質：HDPE+バイオマス25% ナチュラル原反
厚み：30μ
リサイクル重量：10.75g","材質：HDPE+バイオマス25% ナチュラル原反
厚み：30μ
リサイクル重量：10.75g",1758
Material,"材質：HDPE+バイオマス25% ナチュラル原反
厚み：30μ
リサイクル重量：8.647g","材質：HDPE+バイオマス25% ナチュラル原反
厚み：30μ
リサイクル重量：8.647g",1763
Material,"材質：HDPE+バイオマス25% ナチュラル原反
厚み：30μ
リサイクル重量：6.566g","材質：HDPE+バイオマス25% ナチュラル原反
厚み：30μ
リサイクル重量：6.566g",1767
Material,"本体：ガラス瓶 食品80ST
蓋：53RTS-D 発泡コンパウンド（ゴールド）
容量：80mL（満量107mL）","本体：ガラス瓶 食品80ST
蓋：53RTS-D 発泡コンパウンド（ゴールド）
容量：80mL（満量107mL）",1774
Material,"本体：プリン瓶 YTP-90
ポリ蓋：YTP-90用ポリ蓋
容量：90mL（満量104.5mL）","本体：プリン瓶 YTP-90
ポリ蓋：YTP-90用ポリ蓋
容量：90mL（満量104.5mL）",1780
Material,EF（表側：C2クリーム / 内側：白）約1.5mm厚,EF（表側：C2クリーム / 内側：白）約1.5mm厚,1789
Material,EF（表側：N赤 / 内側：白）約1.5mm厚,EF（表側：N赤 / 内側：白）約1.5mm厚,1793
Material,"材質：PS（ポリスチレン）
容量：120mL","材質：PS（ポリスチレン）
容量：120mL",1803
Material,"材質：PS（ポリスチレン）
容量：150mL","材質：PS（ポリスチレン）
容量：150mL",1808
Material,"材質：PS（ポリスチレン）
容量：180mL","材質：PS（ポリスチレン）
容量：180mL",1812
Material,"材質：PS（ポリスチレン）
容量：205mL","材質：PS（ポリスチレン）
容量：205mL",1816
Material,EF（表側：グレー / 内側：白）約1.5mm厚,EF（表側：グレー / 内側：白）約1.5mm厚,1824
Material,CLOUD GRAY（ブルーグレー）,CLOUD GRAY（ブルーグレー）,1828
Material,"袋：未晒クラフト
紐：紙平紐（クラフト）
表側：グレー印刷＋マットニス ","袋：未晒クラフト
紐：紙平紐（クラフト）
表側：グレー印刷＋マットニス ",1848
Material,"袋：未晒クラフト
紐：紙平紐（クラフト）
表側：グレー印刷＋マットニス","袋：未晒クラフト
紐：紙平紐（クラフト）
表側：グレー印刷＋マットニス",1852
Material,CLOUD GRAY（ニュートラルグレー）,CLOUD GRAY（ニュートラルグレー）,1861
Material,グラフィーBOX,グラフィーBOX,1866
Material,ポリエステル,ポリエステル,1883
Material,EF（表側：白、内側：白）約1.5mm厚,EF（表側：白、内側：白）約1.5mm厚,1941
Material,PET / 印刷 / 蒸着PET,PET / 印刷 / 蒸着PET,2006
Material,OPP / 印刷 / OPP,OPP / 印刷 / OPP,2011
Material,アイボリー紙,アイボリー紙,2018
Material,KバリアマルチAコート,KバリアマルチAコート,2024
Material,ポリエステル・レーヨン・ゴム,ポリエステル・レーヨン・ゴム,2029
Material,ポリエステル・両面テープ,ポリエステル・両面テープ,2034
Material,"レーヨン・天然ゴム
伸び：約2〜2.5倍","レーヨン・天然ゴム
伸び：約2〜2.5倍",2069
Material,ポリエステル・ナイロン,ポリエステル・ナイロン,2104
Material,"水引：パルプ・ポリエステル・ワイヤー
ゴム：ポリエステル・ゴム","水引：パルプ・ポリエステル・ワイヤー
ゴム：ポリエステル・ゴム",2131
Material,"材質：トレーシング85g
片面デザイン","材質：トレーシング85g
片面デザイン",2200
Material,"材質：上質64g
片面デザイン","材質：上質64g
片面デザイン",2208
Material,プラスチック / 発泡剤 / 不織布 / 布,プラスチック / 発泡剤 / 不織布 / 布,2217
Material,"アイボリー原紙＋PET
容量：207mL","アイボリー原紙＋PET
容量：207mL",2253
Material,OPS,OPS,2258
Material,"アイボリー原紙＋PET
容量：360mL","アイボリー原紙＋PET
容量：360mL",2266
Material,濃茶EF（内側白）,濃茶EF（内側白）,2307
Material,白板紙トレー（PP貼）,白板紙トレー（PP貼）,2318
Material,マットバリアONy15 / LDPE15 / L-LDPE30,マットバリアONy15 / LDPE15 / L-LDPE30,2417
Material,マットバリアOPP25 / LDPE15 / L-LDPE30,マットバリアOPP25 / LDPE15 / L-LDPE30,2420
Material,材質：未晒50g / PP15μ＋OPP防曇40μ,材質：未晒50g / PP15μ＋OPP防曇40μ,2959
Material,ナイロン,ナイロン,3318
Material,"袋：片艶晒
補強フィルム：PP","袋：片艶晒
補強フィルム：PP",3465
Size,33.8×23.2×1.5cm,33.8×23.2×1.5cm,26
Size,チタン合金・シリコンバンド,チタン合金・シリコンバンド,48
Size,オーガニック茶葉・無添加・天然素材,オーガニック茶葉・無添加・天然素材,68
Size,外寸：W152×D105×H45mm,外寸：W152×D105×H45mm,126
Size,"外寸：W152×D105×H45mm     ","外寸：W152×D105×H45mm     ",162
Size,外寸：W126×D96×H45mm,外寸：W126×D96×H45mm,168
Size,外寸：W95×D90×H45mm,外寸：W95×D90×H45mm,178
Size,W30×H53mm,W30×H53mm,192
Size,外寸:W180×D105×H225mm,外寸:W180×D105×H225mm,198
Size,外寸:W160×D80×H195mm,外寸:W160×D80×H195mm,213
Size,40×90×H20mm,40×90×H20mm,233
Size,"34×34mm（1枚）
1シート：5×8=40面付き","34×34mm（1枚）
1シート：5×8=40面付き",239
Size,外寸：W150×D80×H165mm,外寸：W150×D80×H165mm,245
Size,"外寸:W272×D187×H70mm
内寸:W269×D180×H67mm","外寸:W272×D187×H70mm
内寸:W269×D180×H67mm",256
Size,"外寸：W200×D160×H70mm
内寸：W197×D153×H67mm","外寸：W200×D160×H70mm
内寸：W197×D153×H67mm",259
Size,"シートサイズ：198×230mm
個装サイズ：W250×D105×H90mm
入り数：1パック100枚入り","シートサイズ：198×230mm
個装サイズ：W250×D105×H90mm
入り数：1パック100枚入り",267
Size,"シートサイズ：198×230mm
入り数：1パック80枚入り","シートサイズ：198×230mm
入り数：1パック80枚入り",273
Size,"シートサイズ：230×180mm
個装サイズ：W180×D115×H79mm
入り数：1パック300枚入り","シートサイズ：230×180mm
個装サイズ：W180×D115×H79mm
入り数：1パック300枚入り",277
Size,"シートサイズ：230×210mm
個装サイズ：W210×D115×H70mm
入り数：1パック200枚入り","シートサイズ：230×210mm
個装サイズ：W210×D115×H70mm
入り数：1パック200枚入り",281
Size,"26×60mm（1枚）
入り数：1束84枚入り","26×60mm（1枚）
入り数：1束84枚入り",299
Size,"30×35mm（1枚）
入り数：1束48枚入り","30×35mm（1枚）
入り数：1束48枚入り",302
Size,"外寸：W272×D187×H70mm
内寸：W269×D180×H67mm","外寸：W272×D187×H70mm
内寸：W269×D180×H67mm",306
Size,"外寸：W156×D151×H133mm
内寸：W147×D146×H127mm","外寸：W156×D151×H133mm
内寸：W147×D146×H127mm",316
Size,"組上缶：100角×50BHmm
白グラシン（展開）：189×307mm","組上缶：100角×50BHmm
白グラシン（展開）：189×307mm",386
Size,外寸：W150×D105×H90（手提げ含む128）mm,外寸：W150×D105×H90（手提げ含む128）mm,415
Size,"組上缶：87×140×53BHmm
白グラシン（展開）：233×292mm","組上缶：87×140×53BHmm
白グラシン（展開）：233×292mm",418
Size,外寸：W210×D150×H90（手提げ含む128）mm,外寸：W210×D150×H90（手提げ含む128）mm,450
